fecha;casos_total;total_test;fallecimientos;ingresos_uci;hospitalizados
28/10/2021;5008887;61902998;87322;411;1229
29/10/2021;5011148;61984952;87368;411;1202
30/10/2021;5011148;62033126;87368;414;1206
31/10/2021;5011148;62072377;87368;407;1210
01/11/2021;5011148;62115167;87368;395;1296
02/11/2021;5016968;62219971;87423;410;1410
03/11/2021;5019255;62326871;87462;400;1401
04/11/2021;5022546;62421964;87477;386;1406
05/11/2021;5025639;62516174;87504;387;1431
06/11/2021;5025639;62571423;87504;381;1421
07/11/2021;5025639;62611670;87504;397;1450
08/11/2021;5032056;62717795;87558;386;1453
09/11/2021;5032056;62827562;87558;403;1497
10/11/2021;5038517;62941821;87617;396;1534
11/11/2021;5042803;63045665;87647;394;1551
12/11/2021;5047156;63150424;87673;395;1540
13/11/2021;5047156;63212771;87673;392;1553
14/11/2021;5047156;63259841;87673;425;1749
15/11/2021;5056954;63381066;87716;422;1726
16/11/2021;5061045;63512562;87745;447;1811
17/11/2021;5067712;63640829;87775;453;1849
18/11/2021;5074027;63763219;87804;458;1940
19/11/2021;5080663;63891628;87810;462;1946
20/11/2021;5080663;63966510;87810;457;1956
21/11/2021;5080663;64020275;87810;522;2353
22/11/2021;5096538;64162189;87832;544;2453
23/11/2021;5103315;64314237;87866;560;2606
24/11/2021;5111842;64466827;87904;569;2698
25/11/2021;5121100;64610990;87931;596;2787
26/11/2021;5131012;64760761;87955;613;2765
27/11/2021;5131012;64848176;87955;607;2741
28/11/2021;5131012;64910513;87955;667;3080
29/11/2021;5153923;65068141;88008;707;3113
30/11/2021;5164184;65248107;88052;736;3216
01/12/2021;5174720;65433370;88080;771;3310
02/12/2021;5189220;65623283;88122;809;3421
03/12/2021;5202958;65814010;88159;822;3398
04/12/2021;5202958;65924577;88159;812;3374
05/12/2021;5202958;66001007;88159;781;3308
06/12/2021;5202958;66079679;88159;889;3835
07/12/2021;5246766;66253446;88237;886;3835
08/12/2021;5246766;66363625;88237;1037;4405
09/12/2021;5273178;66568340;88321;1055;4491
10/12/2021;5290273;66790722;88380;1049;4426
11/12/2021;5290190;66929157;88381;1051;4435
12/12/2021;5290190;67034287;88381;1154;5120
13/12/2021;5339992;67257397;88484;1193;5081
14/12/2021;5366128;67514612;88542;1232;5164
15/12/2021;5393268;67789274;88619;1285;5329
16/12/2021;5422168;68072659;88667;1306;5409
17/12/2021;5455527;68387536;88708;1307;5396
18/12/2021;5455527;68584871;88708;1297;5376
19/12/2021;5455527;68732111;88708;1424;5981
20/12/2021;5535231;69065701;88793;1465;6059
21/12/2021;5585054;69476074;88887;1459;6217
22/12/2021;5645095;69930822;88937;1511;6401
23/12/2021;5718007;70435311;89019;1518;6447
24/12/2021;5718007;70814898;89019;1520;6436
25/12/2021;5718007;71012015;89019;1521;6422
26/12/2021;5718007;71218316;89019;1701;7713
27/12/2021;5932626;71632282;89139;1722;8024
28/12/2021;6032297;72105133;89253;1764;8580
29/12/2021;6133057;72592726;89331;1794;8916
30/12/2021;6294745;73063660;89405;1811;8982
31/12/2021;6294745;73402073;89405;1812;8976
01/01/2022;6294745;73567690;89405;1822;8980
02/01/2022;6294745;73761515;89405;1853;9804
03/01/2022;6667511;74152323;89573;1962;10855
04/01/2022;6785286;74583828;89689;2005;11338
05/01/2022;6922466;75000626;89837;1996;11359
06/01/2022;6922466;75185161;89837;2056;12333
07/01/2022;7164906;75550168;89934;2056;12295
08/01/2022;7164906;75767429;89934;2045;12071
09/01/2022;7164906;75952618;89934;2187;14166
10/01/2022;7457300;76352749;90136;2195;14293
11/01/2022;7592242;76765492;90383;2228;14763
12/01/2022;7771367;77175236;90508;2227;15005
13/01/2022;7930528;77570604;90620;2219;15133
14/01/2022;8093036;77955736;90759;2224;15011
15/01/2022;8093036;78158037;90759;2198;14909
16/01/2022;8093036;78303630;90759;2195;16015
17/01/2022;8424503;78682153;90993;2191;16166
18/01/2022;8518975;79064819;91277;2230;16531
19/01/2022;8676916;79432254;91437;2204;16529
20/01/2022;8834363;79765887;91599;2202;16441
21/01/2022;8975458;80093530;91741;2240;16230
22/01/2022;8975458;80255629;91741;2221;16137
23/01/2022;8975458;80378244;91741;2252;17213
24/01/2022;9280890;80712914;91994;2201;17059
25/01/2022;9395767;81030435;92376;2152;16619
26/01/2022;9529320;81319202;92591;2098;16454
27/01/2022;9660208;81584194;92767;2052;16179
28/01/2022;9779130;81838759;92966;2049;15949
29/01/2022;9779130;81964681;92966;2047;15692
30/01/2022;9779130;82056958;92966;2081;16226
31/01/2022;9961253;82314610;93225;2034;15824
01/02/2022;10039126;82547771;93633;1992;15217
02/02/2022;10125348;82760196;93857;1940;14922
03/02/2022;10199716;82951462;94040;1878;14403
04/02/2022;10199716;83140176;94040;1876;14168
05/02/2022;10199716;83232855;94040;1870;14145
06/02/2022;10199716;83305222;94040;1838;13958
07/02/2022;10395471;83503189;94570;1766;13251
08/02/2022;10439302;83683469;94931;1700;12716
09/02/2022;10502141;83847143;95213;1633;11960
10/02/2022;10555196;83991846;95606;1583;11161
11/02/2022;10604200;84128023;95995;1568;10956
12/02/2022;10604200;84202103;95995;1562;10899
13/02/2022;10604200;84259481;95995;1526;10595
14/02/2022;10672906;84417693;96596;1457;9940
15/02/2022;10707286;84564851;96906;1370;9486
16/02/2022;10744394;84700690;97350;1351;8900
17/02/2022;10778607;84819506;97710;1269;8393
18/02/2022;10809222;84941454;97998;1251;8115
19/02/2022;10809222;85003510;97998;1247;8128
20/02/2022;10809222;85052270;97998;1207;7986
21/02/2022;10858000;85194360;98462;1169;7503
22/02/2022;10880193;85324702;98635;1148;6994
23/02/2022;10914105;85445907;98936;1089;6553
24/02/2022;10949997;85548257;99162;1040;6113
25/02/2022;10977524;85647706;99410;1022;6016
26/02/2022;10977524;85700841;99410;1025;5974
27/02/2022;10977524;85746062;99410;970;5719
28/02/2022;10977524;85859445;99410;941;5384
01/03/2022;11036085;85973439;99883;892;5217
02/03/2022;11054888;86091076;100037;879;5014
03/03/2022;11078028;86196474;100239;851;4840
04/03/2022;11100428;86300919;100413;823;4729
05/03/2022;11100428;86359395;100413;823;4739
06/03/2022;11100428;86406353;100413;804;4703
07/03/2022;11136425;86534294;100574;750;4456
08/03/2022;11159574;86653957;100859;727;4278
09/03/2022;11181510;86768278;100992;720;4136
10/03/2022;11204125;86868051;101077;687;4073
11/03/2022;11223974;86963807;101135;687;4054
12/03/2022;11223974;87017627;101135;683;4061
13/03/2022;11223974;87064724;101135;668;4147
14/03/2022;11223974;87193258;101135;637;4134
15/03/2022;11260040;87314697;101416;605;4091
16/03/2022;11260040;87428489;101416;592;3970
17/03/2022;11260040;87525072;101416;569;3971
18/03/2022;11324637;87617297;101703;557;3909
19/03/2022;11324637;87667559;101703;557;3922
20/03/2022;11324637;87711555;101703;541;4080
21/03/2022;11324637;87837038;101703;534;3950
22/03/2022;11378784;87957612;102053;538;3971
23/03/2022;11378784;88068244;102053;506;3949
24/03/2022;11378784;88159054;102053;492;3945
25/03/2022;11451676;88246670;102392;489;3903
26/03/2022;11451676;88293635;102392;488;3908
27/03/2022;11451676;88331748;102392;474;3899
28/03/2022;11451676;88425046;102392;443;3721
29/03/2022;11508309;88506326;102218;441;3753
30/03/2022;11508309;88579215;102218;415;3708
31/03/2022;11508309;88639827;102218;417;3681
01/04/2022;11551574;88702087;102541;409;3639
02/04/2022;11551574;88737779;102541;406;3626
03/04/2022;11551574;88766652;102541;390;3822
04/04/2022;11551574;88844951;102541;367;3789
05/04/2022;11578653;88916608;102747;358;3788
06/04/2022;11578653;88984308;102747;364;3826
07/04/2022;11578653;89044997;102747;358;3866
08/04/2022;11627487;89103378;103104;356;3808
09/04/2022;11627487;89138325;103104;355;3800
10/04/2022;11627487;89166607;103104;358;4343
11/04/2022;11627487;89236205;103104;338;4435
12/04/2022;11627487;89294841;103104;340;4517
13/04/2022;11627487;89343374;103104;333;4477
14/04/2022;11627487;89370131;103104;331;4453
15/04/2022;11627487;89386253;103104;310;4335
16/04/2022;11627487;89403198;103104;110;1380

