fecha,casos_total,total_test,fallecimientos,ingresos_uci,hospitalizados
7/16/2020,258855,3814961,28416,,
7/17/2020,260255,3862263,28420,,
7/18/2020,260255,3895943,28420,,
7/19/2020,260255,3916957,28420,,
7/20/2020,264836,3957570,28422,,
7/21/2020,266194,4009574,28424,,
7/22/2020,267551,4062333,28426,,
7/23/2020,270166,4113915,28429,,
7/24/2020,272421,4168642,28432,,
7/25/2020,272421,4205506,28432,,
7/26/2020,272421,4229695,28432,,
7/27/2020,278782,4274862,28434,,
7/28/2020,280610,4332039,28436,,
7/29/2020,282641,4393052,28441,,
7/30/2020,285430,4450828,28443,,
7/31/2020,288522,4512160,28445,,
8/1/2020,288522,4552379,28445,250,2083
8/2/2020,288522,4578801,28445,282,2325
8/3/2020,297054,4628536,28472,293,2370
8/4/2020,302814,4692618,28498,311,2405
8/5/2020,305767,4758460,28499,307,2514
8/6/2020,309855,4823171,28500,323,2756
8/7/2020,314362,4893976,28503,341,2659
8/8/2020,314362,4946707,28503,340,2630
8/9/2020,314362,4979647,28503,378,3084
8/10/2020,322980,5037175,28576,370,2975
8/11/2020,326612,5114025,28581,402,3054
8/12/2020,329784,5189496,28579,415,3203
8/13/2020,337334,5268126,28605,438,3319
8/14/2020,342813,5354588,28617,455,3346
8/15/2020,342813,5416340,28617,457,3409
8/16/2020,342813,5455979,28617,494,3842
8/17/2020,359082,5520001,28646,511,4190
8/18/2020,364196,5606381,28670,531,4157
8/19/2020,370867,5696700,28797,547,4292
8/20/2020,377906,5788527,28813,572,4354
8/21/2020,386054,5891529,28838,600,4340
8/22/2020,386054,5963811,28838,610,4405
8/23/2020,386054,6012405,28838,675,4964
8/24/2020,405436,6090704,28872,703,5245
8/25/2020,412553,6190423,28924,720,5431
8/26/2020,419849,6300350,28971,737,5430
8/27/2020,429507,6405233,28996,773,5753
8/28/2020,439286,6517492,29011,812,5666
8/29/2020,439286,6595701,29011,827,5725
8/30/2020,439286,6655170,29011,866,6498
8/31/2020,462858,6743221,29094,879,6300
9/1/2020,470973,6854271,29152,916,6325
9/2/2020,479554,6966748,29194,948,6404
9/3/2020,488513,7080962,29234,979,6455
9/4/2020,498989,7201950,29418,990,6374
9/5/2020,498989,7284317,29418,1000,6532
9/6/2020,498989,7343123,29418,1075,7146
9/7/2020,525549,7428978,29516,1108,7218
9/8/2020,534513,7534417,29594,1136,7344
9/9/2020,543379,7642998,29628,1160,7461
9/10/2020,554143,7759592,29699,1181,7500
9/11/2020,566326,7866614,29747,1206,7476
9/12/2020,566326,7954390,29747,1190,7641
9/13/2020,566326,8012342,29747,1252,8484
9/14/2020,593730,8102659,29848,1281,8698
9/15/2020,603167,8218836,30004,1282,8573
9/16/2020,614360,8342898,30243,1333,8825
9/17/2020,625651,8470894,30405,1343,8736
9/18/2020,640040,8605208,30495,1375,8651
9/19/2020,640040,8707221,30495,1376,8783
9/20/2020,640040,8776338,30495,1425,9680
9/21/2020,671468,8879241,30663,1438,9454
9/22/2020,682267,9014080,30904,1436,9357
9/23/2020,693556,9149022,31034,1449,9657
9/24/2020,704209,9277778,31118,1465,9578
9/25/2020,716481,9421642,31232,1487,9217
9/26/2020,716481,9525061,31232,1499,9310
9/27/2020,716481,9593651,31232,1537,9730
9/28/2020,748266,9695411,31411,1543,9470
9/29/2020,748266,9831722,31411,1539,9223
9/30/2020,769188,9970788,31791,1561,9279
10/1/2020,778607,10101766,31973,1566,8821
10/2/2020,789932,10244355,32086,1594,8954
10/3/2020,789932,10335947,32086,1560,8662
10/4/2020,789932,10393029,32086,1580,9310
10/5/2020,813412,10498735,32225,1544,9150
10/6/2020,825410,10644511,32486,1568,9034
10/7/2020,835901,10784927,32562,1585,9036
10/8/2020,848324,10924547,32688,1590,8939
10/9/2020,861112,11062144,32929,1581,8543
10/10/2020,861112,11153021,32929,1580,8626
10/11/2020,861112,11211741,32929,1582,8815
10/12/2020,888968,11266217,33124,1628,9797
10/13/2020,896086,11388404,33204,1652,9987
10/14/2020,908056,11544148,33413,1702,9977
10/15/2020,921374,11705775,33553,1739,10103
10/16/2020,936560,11873755,33775,1767,9805
10/17/2020,936560,11987019,33775,1776,9853
10/18/2020,936560,12061200,33775,1860,11087
10/19/2020,974449,12203998,33992,1916,11403
10/20/2020,988322,12387197,34210,1930,11681
10/21/2020,1005295,12573555,34366,1979,12386
10/22/2020,1026281,12757500,34521,2031,12507
10/23/2020,1046132,12957027,34752,2116,12566
10/24/2020,1046132,13082113,34752,2135,13301
10/25/2020,1046132,13169088,34752,2210,14053
10/26/2020,1098320,13335309,35031,2298,14428
10/27/2020,1116738,13548315,35298,2368,14532
10/28/2020,1136503,13760017,35466,2399,14953
10/29/2020,1160083,13965646,35639,2482,15559
10/30/2020,1185678,14179406,35878,2546,15002
10/31/2020,1185678,14317126,35878,2563,15168
11/1/2020,1185678,14409851,35878,2650,16396
11/2/2020,1240697,14545285,36257,2764,17084
11/3/2020,1259366,14740384,36495,2786,17330
11/4/2020,1284408,14946707,38118,2802,17271
11/5/2020,1306316,15147254,38486,2863,17174
11/6/2020,1328832,15353582,38833,2932,16535
11/7/2020,1328832,15484182,38833,2937,16683
11/8/2020,1328832,15581564,38833,3048,18025
11/9/2020,1381218,15745393,39345,3066,17767
11/10/2020,1381218,15949797,39345,3093,17695
11/11/2020,1417709,16145738,40105,3121,17212
11/12/2020,1437220,16333894,40461,3125,16983
11/13/2020,1458591,16524635,40769,3108,16204
11/14/2020,1458591,16640057,40769,3110,16174
11/15/2020,1458591,16730473,40769,3165,17125
11/16/2020,1496864,16891051,41253,3127,16646
11/17/2020,1510023,17077921,41688,3120,16133
11/18/2020,1525341,17247083,42039,3127,15497
11/19/2020,1541574,17408547,42291,3092,14706
11/20/2020,1556730,17569788,42619,2961,13647
11/21/2020,1556730,17662000,42619,2955,13778
11/22/2020,1556730,17731845,42619,2925,14586
11/23/2020,1582616,17871408,43131,2861,13669
11/24/2020,1594844,18033315,43668,2838,12996
11/25/2020,1605066,18188033,44037,2815,12356
11/26/2020,1617355,18335450,44374,2774,11878
11/27/2020,1628208,18506080,44668,2689,11121
11/28/2020,1628208,18597058,44668,2680,11155
11/29/2020,1628208,18654095,44668,2641,11801
11/30/2020,1648187,18787508,45069,2590,11576
12/1/2020,1656444,18952120,45511,2484,10967
12/2/2020,1665775,19110876,45784,2437,10521
12/3/2020,1675902,19260026,46038,2368,10050
12/4/2020,1684647,19407477,46252,2290,9275
12/5/2020,1684647,19490762,46252,2279,9272
12/6/2020,1684647,19543388,46252,2251,9582
12/7/2020,1702328,19640461,46646,2172,9417
12/8/2020,1702328,19707009,46646,2179,9874
12/9/2020,1712101,19851537,47019,2153,9623
12/10/2020,1720056,20015992,47344,2100,9471
12/11/2020,1730575,20183468,47624,2079,8974
12/12/2020,1730575,20281676,47624,2058,9003
12/13/2020,1730575,20341182,47624,2068,9687
12/14/2020,1751884,20488469,48013,2027,9599
12/15/2020,1762212,20661138,48401,1964,9378
12/16/2020,1773290,20831448,48596,1955,9299
12/17/2020,1785421,21000048,48777,1920,9304
12/18/2020,1797236,21174478,48926,1914,8860
12/19/2020,1797236,21276022,48926,1914,8915
12/20/2020,1797236,21338236,48926,1944,9651
12/21/2020,1819249,21501069,49260,1906,9594
12/22/2020,1829903,21693535,49520,1931,9396
12/23/2020,1842289,21893910,49698,1907,8837
12/24/2020,1854951,22035336,49824,1909,8838
12/25/2020,1854951,22085021,49824,1927,9204
12/26/2020,1854951,22156686,49824,1888,9078
12/27/2020,1854951,22219355,49824,2023,9934
12/28/2020,1879413,22368829,50122,2020,10128
12/29/2020,1893502,22541331,50442,2036,9922
12/30/2020,1910218,22724010,50689,2072,9477
12/31/2020,1928265,22855234,50837,2026,9491
1/1/2021,1928265,22908560,50837,2085,10032
1/2/2021,1928265,22988221,50837,2038,9941
1/3/2021,1928265,23055744,50837,2192,11262
1/4/2021,1958844,23221140,51078,2220,11624
1/5/2021,1982544,23426854,51430,2214,11611
